timestamp,pod_name,pod_cpu_request_milli,pod_ram_request_mib,candidate_node_name,node_cpu_total_milli,node_ram_total_mib,node_cpu_model_energy_val,node_type,energy_before,energy_after
2025-06-01T19:35:57.117758913Z,workload-6822,1240,5714739200,edge-11,4000,6144,200.1000,edge,173.5013,389.2842
2025-06-01T19:35:57.119749334Z,workload-6822,1240,5714739200,cloud-4,6000,49152,200.1000,cloud,236.5013,374.9465
2025-06-01T19:35:57.121623609Z,workload-6822,1240,5714739200,cloud-2,10000,24576,200.1000,cloud,200.5013,361.3014
2025-06-01T19:35:57.122001313Z,workload-6822,1240,5714739200,cloud-3,16000,32768,200.1000,cloud,315.1623,351.3014
2025-06-01T19:35:57.123501375Z,workload-6822,1240,5714739200,cloud-6,24000,61440,200.1000,cloud,334.3014,371.9745
2025-06-01T19:35:57.124752102Z,workload-6822,1240,5714739200,cloud-8,8000,40960,200.1000,cloud,209.5013,356.3014
2025-06-01T19:35:57.12571983Z,workload-6822,1240,5714739200,cloud-5,20000,65536,200.1000,cloud,351.9465,407.1925
2025-06-01T19:35:57.12636461Z,workload-6822,1240,5714739200,cloud-7,32000,65536,200.1000,cloud,340.3014,364.9745
2025-06-01T19:35:57.216508161Z,workload-5035,642,1048576000,edge-3,1000,1024,200.1000,edge,171.5013,504.8903
2025-06-01T19:35:57.218440613Z,workload-5035,642,1048576000,cloud-5,20000,65536,200.1000,cloud,370.9465,362.9745
2025-06-01T19:35:57.218848Z,workload-5035,642,1048576000,edge-9,3000,2560,200.1000,edge,185.5013,344.9745
2025-06-01T19:35:57.221754467Z,workload-5035,642,1048576000,cloud-4,6000,49152,200.1000,cloud,224.5013,304.4798
2025-06-01T19:35:57.221936754Z,workload-5035,642,1048576000,edge-4,2000,1536,200.1000,edge,173.5013,403.2842
2025-06-01T19:35:57.227348027Z,workload-5035,642,1048576000,cloud-6,24000,61440,200.1000,cloud,353.3014,350.3014
2025-06-01T19:35:57.228661471Z,workload-5035,642,1048576000,cloud-8,8000,40960,200.1000,cloud,345.3014,386.9745
2025-06-01T19:35:57.228852209Z,workload-5035,642,1048576000,cloud-7,32000,65536,200.1000,cloud,368.3014,372.9465
2025-06-01T19:35:57.229152389Z,workload-5035,642,1048576000,edge-5,2000,2048,200.1000,edge,185.5013,391.2842
2025-06-01T19:35:57.229674247Z,workload-5035,642,1048576000,edge-10,4000,5120,200.1000,edge,179.5013,308.3014
2025-06-01T19:35:57.232165365Z,workload-5035,642,1048576000,edge-8,3000,1280,200.1000,edge,175.5013,330.9745
2025-06-01T19:35:57.23135066Z,workload-5035,642,1048576000,cloud-1,8000,16384,200.1000,cloud,237.5013,298.1623
2025-06-01T19:35:57.237981091Z,workload-5035,642,1048576000,cloud-2,10000,24576,200.1000,cloud,204.5013,287.1623
2025-06-01T19:35:57.239530741Z,workload-5035,642,1048576000,edge-12,4000,8192,200.1000,edge,179.5013,289.3014
2025-06-01T19:35:57.240781188Z,workload-5035,642,1048576000,edge-11,4000,6144,200.1000,edge,186.5013,292.3014
2025-06-01T19:35:57.241006358Z,workload-5035,642,1048576000,cloud-3,16000,32768,200.1000,cloud,292.1623,315.4798
2025-06-01T19:35:57.24142932Z,workload-5035,642,1048576000,edge-7,3000,4096,200.1000,edge,159.5013,326.9745
2025-06-01T19:35:57.243172222Z,workload-5035,642,1048576000,edge-6,2000,3072,200.1000,edge,163.5013,393.2842
2025-06-01T19:35:57.321273511Z,workload-9959,1818,7235174400,cloud-2,10000,24576,200.1000,cloud,313.1623,399.9745
2025-06-01T19:35:57.321665533Z,workload-9959,1818,7235174400,cloud-1,8000,16384,200.1000,cloud,201.5013,374.9745
2025-06-01T19:35:57.321703247Z,workload-9959,1818,7235174400,cloud-8,8000,40960,200.1000,cloud,345.3014,449.2842
2025-06-01T19:35:57.326185345Z,workload-9959,1818,7235174400,cloud-6,24000,61440,200.1000,cloud,329.3014,388.9745
2025-06-01T19:35:57.327489501Z,workload-9959,1818,7235174400,edge-12,4000,8192,200.1000,edge,181.5013,401.1292
2025-06-01T19:35:57.328196928Z,workload-9959,1818,7235174400,cloud-4,6000,49152,200.1000,cloud,206.5013,404.0268
2025-06-01T19:35:57.328239671Z,workload-9959,1818,7235174400,cloud-3,16000,32768,200.1000,cloud,299.1623,360.3014
2025-06-01T19:35:57.328671433Z,workload-9959,1818,7235174400,cloud-5,20000,65536,200.1000,cloud,361.9465,402.1925
2025-06-01T19:35:57.329313838Z,workload-9959,1818,7235174400,cloud-7,32000,65536,200.1000,cloud,335.3014,397.9745
2025-06-01T19:35:57.420068225Z,workload-5316,1933,1625292800,cloud-2,10000,24576,200.1000,cloud,302.1623,404.1925
2025-06-01T19:35:57.424669333Z,workload-5316,1933,1625292800,edge-6,2000,3072,200.1000,edge,178.5013,667.8457
2025-06-01T19:35:57.432163568Z,workload-5316,1933,1625292800,cloud-7,32000,65536,200.1000,cloud,396.9745,403.0268
2025-06-01T19:35:57.432508656Z,workload-5316,1933,1625292800,edge-5,2000,2048,200.1000,edge,167.5013,653.8457
2025-06-01T19:35:57.438509952Z,workload-5316,1933,1625292800,cloud-1,8000,16384,200.1000,cloud,226.5013,392.9745
2025-06-01T19:35:57.438655572Z,workload-5316,1933,1625292800,cloud-8,8000,40960,200.1000,cloud,335.3014,439.2842
2025-06-01T19:35:57.441440304Z,workload-5316,1933,1625292800,edge-11,4000,6144,200.1000,edge,167.5013,406.1292
2025-06-01T19:35:57.443240058Z,workload-5316,1933,1625292800,cloud-5,20000,65536,200.1000,cloud,369.9465,381.1925
2025-06-01T19:35:57.445469827Z,workload-5316,1933,1625292800,edge-10,4000,5120,200.1000,edge,160.5013,423.1292
2025-06-01T19:35:57.446814491Z,workload-5316,1933,1625292800,cloud-3,16000,32768,200.1000,cloud,301.1623,330.3014
2025-06-01T19:35:57.448798627Z,workload-5316,1933,1625292800,edge-12,4000,8192,200.1000,edge,174.5013,417.1292
2025-06-01T19:35:57.449005149Z,workload-5316,1933,1625292800,edge-7,3000,4096,200.1000,edge,175.5013,515.5318
2025-06-01T19:35:57.449191347Z,workload-5316,1933,1625292800,edge-9,3000,2560,200.1000,edge,164.5013,499.5318
2025-06-01T19:35:57.449767891Z,workload-5316,1933,1625292800,cloud-6,24000,61440,200.1000,cloud,333.3014,394.1925
2025-06-01T19:35:57.449963937Z,workload-5316,1933,1625292800,cloud-4,6000,49152,200.1000,cloud,202.5013,423.2842
2025-06-01T19:35:57.546434736Z,workload-7386,6000,12884901888,cloud-2,10000,24576,200.1000,cloud,297.1623,539.5318
2025-06-01T19:35:57.548555761Z,workload-7386,6000,12884901888,cloud-7,32000,65536,200.1000,cloud,401.9745,446.1292
2025-06-01T19:35:57.549273944Z,workload-7386,6000,12884901888,cloud-6,24000,61440,200.1000,cloud,346.3014,448.1292
2025-06-01T19:35:57.549988985Z,workload-7386,6000,12884901888,cloud-8,8000,40960,200.1000,cloud,341.3014,662.2677
2025-06-01T19:35:57.550168688Z,workload-7386,6000,12884901888,cloud-1,8000,16384,200.1000,cloud,215.5013,589.2624
2025-06-01T19:35:57.550281412Z,workload-7386,6000,12884901888,cloud-3,16000,32768,200.1000,cloud,331.3014,493.7821
2025-06-01T19:35:57.550411109Z,workload-7386,6000,12884901888,cloud-4,6000,49152,200.1000,cloud,232.5013,741.9514
2025-06-01T19:35:57.551137463Z,workload-7386,6000,12884901888,cloud-5,20000,65536,200.1000,cloud,350.9465,492.9891
2025-06-01T19:35:57.647968646Z,workload-7468,1675,2778726400,edge-10,4000,5120,200.1000,edge,170.5013,414.1292
2025-06-01T19:35:57.649506003Z,workload-7468,1675,2778726400,edge-11,4000,6144,200.1000,edge,162.5013,415.1292
2025-06-01T19:35:57.650407521Z,workload-7468,1675,2778726400,cloud-4,6000,49152,200.1000,cloud,217.5013,389.1925
2025-06-01T19:35:57.661361648Z,workload-7468,1675,2778726400,edge-7,3000,4096,200.1000,edge,166.5013,449.4236
2025-06-01T19:35:57.6616524Z,workload-7468,1675,2778726400,cloud-6,24000,61440,200.1000,cloud,449.1292,447.1292
2025-06-01T19:35:57.661749201Z,workload-7468,1675,2778726400,cloud-7,32000,65536,200.1000,cloud,382.9745,411.1925
2025-06-01T19:35:57.662773221Z,workload-7468,1675,2778726400,cloud-1,8000,16384,200.1000,cloud,198.5013,347.9465
2025-06-01T19:35:57.663143522Z,workload-7468,1675,2778726400,cloud-5,20000,65536,200.1000,cloud,369.9465,376.1925
2025-06-01T19:35:57.664069345Z,workload-7468,1675,2778726400,cloud-3,16000,32768,200.1000,cloud,365.3014,378.1925
2025-06-01T19:35:57.667783113Z,workload-7468,1675,2778726400,edge-6,2000,3072,200.1000,edge,166.5013,623.6647
2025-06-01T19:35:57.667995502Z,workload-7468,1675,2778726400,edge-12,4000,8192,200.1000,edge,176.5013,414.1292
2025-06-01T19:35:57.669434103Z,workload-7468,1675,2778726400,cloud-8,8000,40960,200.1000,cloud,333.3014,446.2842
2025-06-01T19:35:57.670315576Z,workload-7468,1675,2778726400,cloud-2,10000,24576,200.1000,cloud,306.1623,384.9745
2025-06-01T19:35:57.754924095Z,workload-3330,600,4294967296,cloud-2,10000,24576,200.1000,cloud,291.1623,368.3014
2025-06-01T19:35:57.756433376Z,workload-3330,600,4294967296,cloud-3,16000,32768,200.1000,cloud,346.3014,365.9745
2025-06-01T19:35:57.764118069Z,workload-3330,600,4294967296,cloud-6,24000,61440,200.1000,cloud,470.1292,455.1292
2025-06-01T19:35:57.764681553Z,workload-3330,600,4294967296,edge-7,3000,4096,200.1000,edge,171.5013,313.9465
2025-06-01T19:35:57.765252859Z,workload-3330,600,4294967296,cloud-1,8000,16384,200.1000,cloud,341.9465,392.1925
2025-06-01T19:35:57.765544797Z,workload-3330,600,4294967296,cloud-4,6000,49152,200.1000,cloud,201.5013,298.4798
2025-06-01T19:35:57.767568533Z,workload-3330,600,4294967296,edge-10,4000,5120,200.1000,edge,172.5013,315.3014
2025-06-01T19:35:57.767628667Z,workload-3330,600,4294967296,cloud-8,8000,40960,200.1000,cloud,344.3014,365.9745
2025-06-01T19:35:57.767943095Z,workload-3330,600,4294967296,edge-12,4000,8192,200.1000,edge,174.5013,298.3014
2025-06-01T19:35:57.7681529Z,workload-3330,600,4294967296,cloud-7,32000,65536,200.1000,cloud,399.9745,387.1925
2025-06-01T19:35:57.768443651Z,workload-3330,600,4294967296,edge-11,4000,6144,200.1000,edge,158.5013,293.3014
2025-06-01T19:35:57.768828689Z,workload-3330,600,4294967296,cloud-5,20000,65536,200.1000,cloud,360.9465,388.9745
2025-06-01T19:35:57.862289655Z,workload-194,300,2147483648,cloud-4,6000,49152,200.1000,cloud,304.4798,346.3014
2025-06-01T19:35:57.867544343Z,workload-194,300,2147483648,cloud-7,32000,65536,200.1000,cloud,379.9745,401.1925
2025-06-01T19:35:57.867727957Z,workload-194,300,2147483648,cloud-8,8000,40960,200.1000,cloud,364.3014,359.3014
2025-06-01T19:35:57.870545165Z,workload-194,300,2147483648,cloud-1,8000,16384,200.1000,cloud,345.9465,383.9745
2025-06-01T19:35:57.872227864Z,workload-194,300,2147483648,edge-5,2000,2048,200.1000,edge,164.5013,306.3014
2025-06-01T19:35:57.87424685Z,workload-194,300,2147483648,cloud-5,20000,65536,200.1000,cloud,345.9465,389.9745
2025-06-01T19:35:57.874625602Z,workload-194,300,2147483648,cloud-2,10000,24576,200.1000,cloud,305.1623,280.1623
2025-06-01T19:35:57.875684963Z,workload-194,300,2147483648,edge-7,3000,4096,200.1000,edge,182.5013,261.4798
2025-06-01T19:35:57.880096869Z,workload-194,300,2147483648,edge-12,4000,8192,200.1000,edge,180.5013,239.1623
2025-06-01T19:35:57.881165798Z,workload-194,300,2147483648,cloud-3,16000,32768,200.1000,cloud,336.3014,344.9465
2025-06-01T19:35:57.881867429Z,workload-194,300,2147483648,edge-9,3000,2560,200.1000,edge,187.5013,256.4798
2025-06-01T19:35:57.882292765Z,workload-194,300,2147483648,edge-6,2000,3072,200.1000,edge,186.5013,304.3014
2025-06-01T19:35:57.882407236Z,workload-194,300,2147483648,edge-10,4000,5120,200.1000,edge,160.5013,267.1623
2025-06-01T19:35:57.883703639Z,workload-194,300,2147483648,edge-11,4000,6144,200.1000,edge,179.5013,250.1623
2025-06-01T19:35:57.884397797Z,workload-194,300,2147483648,cloud-6,24000,61440,200.1000,cloud,451.1292,463.1292
2025-06-01T19:35:57.95912419Z,workload-4500,800,2147483648,edge-9,3000,2560,200.1000,edge,172.5013,355.1925
2025-06-01T19:35:57.962798776Z,workload-4500,800,2147483648,edge-10,4000,5120,200.1000,edge,169.5013,301.9465
2025-06-01T19:35:57.969682873Z,workload-4500,800,2147483648,edge-7,3000,4096,200.1000,edge,178.5013,361.1925
2025-06-01T19:35:57.971050306Z,workload-4500,800,2147483648,edge-11,4000,6144,200.1000,edge,165.5013,313.9465
2025-06-01T19:35:57.972733144Z,workload-4500,800,2147483648,cloud-2,10000,24576,200.1000,cloud,298.1623,345.3014
2025-06-01T19:35:57.973494349Z,workload-4500,800,2147483648,cloud-3,16000,32768,200.1000,cloud,337.3014,381.9745
2025-06-01T19:35:57.974620898Z,workload-4500,800,2147483648,cloud-1,8000,16384,200.1000,cloud,339.9465,424.0268
2025-06-01T19:35:57.978075692Z,workload-4500,800,2147483648,edge-5,2000,2048,200.1000,edge,181.5013,393.9872
2025-06-01T19:35:57.979948709Z,workload-4500,800,2147483648,edge-6,2000,3072,200.1000,edge,178.5013,405.9872
2025-06-01T19:35:57.98170104Z,workload-4500,800,2147483648,cloud-8,8000,40960,200.1000,cloud,368.3014,387.1925
2025-06-01T19:35:57.983245591Z,workload-4500,800,2147483648,cloud-4,6000,49152,200.1000,cloud,305.4798,363.9745
2025-06-01T19:35:57.98347558Z,workload-4500,800,2147483648,cloud-5,20000,65536,200.1000,cloud,368.9465,366.9745
2025-06-01T19:35:57.983610934Z,workload-4500,800,2147483648,edge-12,4000,8192,200.1000,edge,175.5013,318.9465
2025-06-01T19:35:57.983761513Z,workload-4500,800,2147483648,cloud-6,24000,61440,200.1000,cloud,466.1292,453.1292
2025-06-01T19:35:57.984073147Z,workload-4500,800,2147483648,cloud-7,32000,65536,200.1000,cloud,388.9745,393.1925
2025-06-01T19:35:58.082583745Z,workload-9202,600,2147483648,cloud-2,10000,24576,200.1000,cloud,353.3014,377.9745
2025-06-01T19:35:58.084194367Z,workload-9202,600,2147483648,cloud-5,20000,65536,200.1000,cloud,346.9465,380.9745
2025-06-01T19:35:58.085388801Z,workload-9202,600,2147483648,cloud-3,16000,32768,200.1000,cloud,333.3014,376.9745
2025-06-01T19:35:58.086413031Z,workload-9202,600,2147483648,cloud-4,6000,49152,200.1000,cloud,317.4798,362.9465
2025-06-01T19:35:58.08787475Z,workload-9202,600,2147483648,cloud-1,8000,16384,200.1000,cloud,350.9465,375.1925
2025-06-01T19:35:58.093337985Z,workload-9202,600,2147483648,cloud-6,24000,61440,200.1000,cloud,451.1292,446.1292
2025-06-01T19:35:58.09620988Z,workload-9202,600,2147483648,edge-9,3000,2560,200.1000,edge,172.5013,304.9465
2025-06-01T19:35:58.098828249Z,workload-9202,600,2147483648,edge-11,4000,6144,200.1000,edge,166.5013,290.3014
2025-06-01T19:35:58.103169545Z,workload-9202,600,2147483648,cloud-8,8000,40960,200.1000,cloud,337.3014,396.9745
2025-06-01T19:35:58.103843728Z,workload-9202,600,2147483648,cloud-7,32000,65536,200.1000,cloud,364.9745,411.1925
2025-06-01T19:35:58.106139847Z,workload-9202,600,2147483648,edge-5,2000,2048,200.1000,edge,185.5013,359.0268
2025-06-01T19:35:58.106654371Z,workload-9202,600,2147483648,edge-7,3000,4096,200.1000,edge,170.5013,321.9465
2025-06-01T19:35:58.106494084Z,workload-9202,600,2147483648,edge-10,4000,5120,200.1000,edge,182.5013,290.3014
2025-06-01T19:35:58.107139073Z,workload-9202,600,2147483648,edge-12,4000,8192,200.1000,edge,185.5013,297.3014
2025-06-01T19:35:58.107471869Z,workload-9202,600,2147483648,edge-6,2000,3072,200.1000,edge,182.5013,363.0268
2025-06-01T19:35:58.19661794Z,workload-6235,800,3221225472,cloud-2,10000,24576,200.1000,cloud,367.3014,379.1925
2025-06-01T19:35:58.20016709Z,workload-6235,800,3221225472,cloud-8,8000,40960,200.1000,cloud,353.3014,393.1925
2025-06-01T19:35:58.206411576Z,workload-6235,800,3221225472,cloud-4,6000,49152,200.1000,cloud,356.9465,446.2842
2025-06-01T19:35:58.207326783Z,workload-6235,800,3221225472,cloud-7,32000,65536,200.1000,cloud,377.9745,396.1925
2025-06-01T19:35:58.213588798Z,workload-6235,800,3221225472,edge-11,4000,6144,200.1000,edge,161.5013,324.9465
2025-06-01T19:35:58.214163876Z,workload-6235,800,3221225472,edge-6,2000,3072,200.1000,edge,170.5013,391.9872
2025-06-01T19:35:58.216784549Z,workload-6235,800,3221225472,edge-10,4000,5120,200.1000,edge,165.5013,319.9465
2025-06-01T19:35:58.220985603Z,workload-6235,800,3221225472,cloud-5,20000,65536,200.1000,cloud,366.9465,381.9745
2025-06-01T19:35:58.221588128Z,workload-6235,800,3221225472,cloud-6,24000,61440,200.1000,cloud,472.1292,460.1292
2025-06-01T19:35:58.22231134Z,workload-6235,800,3221225472,cloud-3,16000,32768,200.1000,cloud,351.3014,398.9745
2025-06-01T19:35:58.222886208Z,workload-6235,800,3221225472,cloud-1,8000,16384,200.1000,cloud,369.9465,407.0268
2025-06-01T19:35:58.223829282Z,workload-6235,800,3221225472,edge-12,4000,8192,200.1000,edge,165.5013,305.9465
2025-06-01T19:35:58.224523789Z,workload-6235,800,3221225472,edge-7,3000,4096,200.1000,edge,187.5013,333.1925
2025-06-01T19:35:58.315003139Z,workload-9982,643,5347737600,cloud-2,10000,24576,200.1000,cloud,358.3014,397.9745
2025-06-01T19:35:58.320022739Z,workload-9982,643,5347737600,cloud-8,8000,40960,200.1000,cloud,349.3014,370.9745
2025-06-01T19:35:58.320689099Z,workload-9982,643,5347737600,edge-10,4000,5120,200.1000,edge,165.5013,295.3014
2025-06-01T19:35:58.324973335Z,workload-9982,643,5347737600,cloud-4,6000,49152,200.1000,cloud,354.9465,433.0268
2025-06-01T19:35:58.325910053Z,workload-9982,643,5347737600,cloud-1,8000,16384,200.1000,cloud,346.9465,400.1925
2025-06-01T19:35:58.326831266Z,workload-9982,643,5347737600,edge-11,4000,6144,200.1000,edge,183.5013,314.3014
2025-06-01T19:35:58.326927927Z,workload-9982,643,5347737600,cloud-3,16000,32768,200.1000,cloud,345.3014,386.9745
2025-06-01T19:35:58.327821972Z,workload-9982,643,5347737600,edge-12,4000,8192,200.1000,edge,174.5013,297.3014
2025-06-01T19:35:58.32822028Z,workload-9982,643,5347737600,cloud-7,32000,65536,200.1000,cloud,377.9745,373.1925
2025-06-01T19:35:58.331206785Z,workload-9982,643,5347737600,cloud-6,24000,61440,200.1000,cloud,441.1292,455.1292
2025-06-01T19:35:58.331742472Z,workload-9982,643,5347737600,cloud-5,20000,65536,200.1000,cloud,371.9745,408.1925
2025-06-01T19:35:58.426544261Z,workload-8740,1523,1310720000,edge-6,2000,3072,200.1000,edge,185.5013,539.2624
2025-06-01T19:35:58.427986145Z,workload-8740,1523,1310720000,cloud-3,16000,32768,200.1000,cloud,334.3014,377.1925
2025-06-01T19:35:58.429670729Z,workload-8740,1523,1310720000,cloud-2,10000,24576,200.1000,cloud,368.3014,435.2842
2025-06-01T19:35:58.429756984Z,workload-8740,1523,1310720000,edge-8,3000,1280,200.1000,edge,175.5013,438.9891
2025-06-01T19:35:58.433557635Z,workload-8740,1523,1310720000,edge-10,4000,5120,200.1000,edge,173.5013,374.2842
2025-06-01T19:35:58.433715826Z,workload-8740,1523,1310720000,edge-4,2000,1536,200.1000,edge,158.5013,525.9039
2025-06-01T19:35:58.4365044Z,workload-8740,1523,1310720000,cloud-7,32000,65536,200.1000,cloud,402.1925,442.2842
2025-06-01T19:35:58.437304647Z,workload-8740,1523,1310720000,cloud-6,24000,61440,200.1000,cloud,448.1292,443.1292
2025-06-01T19:35:58.442197205Z,workload-8740,1523,1310720000,edge-7,3000,4096,200.1000,edge,165.5013,423.3475
2025-06-01T19:35:58.444865022Z,workload-8740,1523,1310720000,edge-12,4000,8192,200.1000,edge,178.5013,399.2842
2025-06-01T19:35:58.446926123Z,workload-8740,1523,1310720000,edge-5,2000,2048,200.1000,edge,183.5013,535.2624
